gene_symbol	ensembl_id	transcript_type	panels	MRSD(Blood)	MRSD(Fibroblasts)	MRSD(LCL)	MRSD(Muscle)
A1BG	ENSG00000121410	MANE	-	-	-	-	-
A1BG-AS1	ENSG00000268895	All_GENCODE	-	-	-	-	-
A1CF	ENSG00000148584	MANE	-	-	-	-	-
A2M	ENSG00000175899	RefSeq	-	-	234.28	-	15.21
A2M-AS1	ENSG00000245105	All_GENCODE	-	-	-	-	-
A2ML1	ENSG00000166535	MANE	-	-	-	-	-
A2ML1-AS1	ENSG00000256661	All_GENCODE	-	-	-	-	-
A2ML1-AS2	ENSG00000256904	All_GENCODE	-	-	-	-	-
A2MP1	ENSG00000256069	All_GENCODE	-	-	-	-	-
A3GALT2	ENSG00000184389	MANE	-	-	-	-	-
A4GALT	ENSG00000128274	RefSeq	-	-	13.79	257.43	79.6
A4GNT	ENSG00000118017	MANE	-	-	-	-	-
AAAS	ENSG00000094914	MANE	Hereditary ataxia - adult onset;DDG2P;Ataxia and cerebellar anomalies - narrow panel;Hypotonic infant;Hereditary ataxia;White matter disorders - childhood onset;Intellectual disability;Congenital adrenal hypoplasia;Hereditary ataxia and cerebellar anomalies - childhood onset;Familial dysautonomia;Paediatric disorders;Fetal anomalies	32.14	5.09	2.74	10.62
AACS	ENSG00000081760	MANE	-	-	32.22	29.55	99.11
AACSP1	ENSG00000250420	All_GENCODE	-	-	-	-	-
AADAC	ENSG00000114771	MANE	-	-	-	-	-
AADACL2	ENSG00000197953	MANE	-	-	-	-	-
AADACL3	ENSG00000188984	MANE	-	-	-	-	-
AADACL4	ENSG00000204518	RefSeq	-	-	-	-	-
AADAT	ENSG00000109576	MANE	-	-	20.66	-	-
AAED1	ENSG00000158122	MANE	-	-	13.72	86.63	79.59
AAGAB	ENSG00000103591	RefSeq	Ichthyosis and erythrokeratoderma;Palmoplantar keratoderma and erythrokeratodermas;Palmoplantar keratodermas	165.38	9.19	7.47	16.31
AAK1	ENSG00000115977	RefSeq	-	-	-	325.05	-
AAMDC	ENSG00000087884	RefSeq	-	-	11.16	18.04	10.57
AAMP	ENSG00000127837	RefSeq	-	20.72	1.92	1.82	2.79
AANAT	ENSG00000129673	RefSeq	-	-	-	-	-
AAR2	ENSG00000131043	MANE	-	-	46.86	54.18	101.34
AARD	ENSG00000205002	MANE	-	-	-	-	-
AARS	ENSG00000090861	RefSeq	Hereditary neuropathy NOT PMP22 copy number;Hereditary neuropathy;Hypotonic infant;White matter disorders - adult onset;White matter disorders - childhood onset;Intellectual disability;Genetic epilepsy syndromes;Paediatric disorders	124.32	7.21	6.13	5.44
AARS2	ENSG00000124608	MANE	White matter disorders and cerebral calcification - narrow panel;Inherited white matter disorders;Primary ovarian insufficiency;Hypotonic infant;Undiagnosed metabolic disorders;Cardiomyopathies - including childhood onset;White matter disorders - adult onset;White matter disorders - childhood onset;Inborn errors of metabolism;Mitochondrial disorders;Paediatric disorders;Possible mitochondrial disorder - nuclear genes	-	105.7	73.88	-
AARSD1	ENSG00000266967	MANE	-	-	8.77	3.77	4.82
AASDH	ENSG00000157426	MANE	-	-	35.23	49.25	-
AASDHPPT	ENSG00000149313	MANE	-	-	4.26	4.01	19.55
AASS	ENSG00000008311	MANE	Hypotonic infant;Undiagnosed metabolic disorders;White matter disorders - childhood onset;Intellectual disability;Inborn errors of metabolism;Paediatric disorders	-	105.7	-	115.18
AATF	ENSG00000108270	RefSeq	-	12.74	3.56	2.27	15.14
AATK	ENSG00000181409	MANE	-	64.91	-	-	-
AATK-AS1	ENSG00000225180	All_GENCODE	-	-	-	-	-
AB015752.3	ENSG00000254180	All_GENCODE	-	-	-	-	-
AB019440.50	ENSG00000271201	All_GENCODE	-	-	-	-	-
ABAT	ENSG00000183044	MANE	Hypotonic infant;Undiagnosed metabolic disorders;White matter disorders - childhood onset;Childhood onset dystonia or chorea or related movement disorder;Genetic epilepsy syndromes;Inborn errors of metabolism;Mitochondrial disorders;Mitochondrial DNA maintenance disorder;Paediatric disorders;Possible mitochondrial disorder - nuclear genes	-	317.09	-	-
ABC12-47043100G14.2	ENSG00000237215	All_GENCODE	-	-	-	-	-
ABC7-42389800N19.1	ENSG00000261605	All_GENCODE	-	-	246.9	265.55	-
ABCA1	ENSG00000165029	MANE	Hereditary neuropathy;Hypotonic infant;Undiagnosed metabolic disorders;White matter disorders - childhood onset;Inborn errors of metabolism;Paediatric disorders	-	-	-	-
ABCA10	ENSG00000154263	RefSeq	-	-	-	-	-
ABCA11P	ENSG00000251595	All_GENCODE	-	-	-	-	-
ABCA12	ENSG00000144452	MANE	Ichthyosis and erythrokeratoderma;Autosomal recessive congenital ichthyosis;Palmoplantar keratodermas;Fetal anomalies	-	-	-	-
ABCA13	ENSG00000179869	MANE	-	-	-	-	-
ABCA17P	ENSG00000238098	All_GENCODE	-	-	-	-	-
ABCA2	ENSG00000107331	MANE	-	59.44	317.09	-	95.5
ABCA3	ENSG00000167972	MANE	Familial pulmonary fibrosis;Surfactant deficiency	-	-	-	115.77
ABCA4	ENSG00000198691	MANE	Retinal disorders	-	-	-	-
ABCA5	ENSG00000154265	MANE	-	-	317.09	40.63	13.2
ABCA6	ENSG00000154262	MANE	-	-	105.7	-	-
ABCA7	ENSG00000064687	RefSeq	-	19.68	-	-	245.85
ABCA8	ENSG00000141338	MANE	-	-	80.77	-	-
ABCA9	ENSG00000154258	MANE	-	-	-	-	273.75
ABCA9-AS1	ENSG00000231749	All_GENCODE	-	-	-	-	-
ABCB1	ENSG00000085563	RefSeq	-	-	-	-	-
ABCB10	ENSG00000135776	MANE	-	-	19.52	17.92	38.39
ABCB11	ENSG00000073734	RefSeq	DDG2P;Hypotonic infant;Undiagnosed metabolic disorders;White matter disorders - childhood onset;Neonatal cholestasis;Inborn errors of metabolism;Paediatric disorders;Cholestasis	-	-	-	-
ABCB4	ENSG00000005471	RefSeq	Hypotonic infant;Undiagnosed metabolic disorders;White matter disorders - childhood onset;Neonatal cholestasis;Inborn errors of metabolism;Paediatric disorders;Cholestasis	-	-	295.53	-
ABCB5	ENSG00000004846	RefSeq	-	-	-	-	-
ABCB6	ENSG00000115657	MANE	Structural eye disease;Pigmentary skin disorders	-	-	-	-
ABCB7	ENSG00000131269	MANE	Hereditary ataxia - adult onset;DDG2P;Ataxia and cerebellar anomalies - narrow panel;Rare anaemia;Hypotonic infant;Undiagnosed metabolic disorders;Hereditary ataxia;White matter disorders - childhood onset;Hereditary ataxia and cerebellar anomalies - childhood onset;Iron metabolism disorders;Cytopenias and congenital anaemias;Inborn errors of metabolism;Mitochondrial disorders;Paediatric disorders;Possible mitochondrial disorder - nuclear genes	169.47	24.44	11.21	14.41
ABCB8	ENSG00000197150	RefSeq	-	-	59.01	107.64	-
ABCB9	ENSG00000150967	MANE	-	-	105.7	-	-
ABCC1	ENSG00000103222	MANE	-	-	105.7	81.26	76.79
ABCC10	ENSG00000124574	MANE	-	131.09	63.42	134.42	192.29
ABCC11	ENSG00000121270	RefSeq	-	-	-	-	-
ABCC12	ENSG00000140798	RefSeq	-	-	-	-	-
ABCC13	ENSG00000243064	All_GENCODE	-	-	-	-	-
ABCC2	ENSG00000023839	RefSeq	Neonatal cholestasis;Cholestasis	-	-	-	-
ABCC3	ENSG00000108846	MANE	-	-	18.65	-	-
ABCC4	ENSG00000125257	RefSeq	-	-	105.7	98.51	-
